article_id,publication_year,journal_name,title,classification,classification_note,matched_rules,baseline_or_bau_signal,stress_case_signal,high_emissions_signal,projection_signal,default_future_signal,core_terms,manual_review_status,manual_review_notes
https://openalex.org/W2904059397,2018,Environmental Research Letters,Climate change impacts on hydrological services in southern California,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2886397483,2018,Environmental Research Letters,Climate change impacts on peak building cooling energy demand in a coastal megacity,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2887622235,2018,Environmental Research Letters,"Corrigendum: Potential impacts of 1.5 °C and 2 °C global warming on rainfall onset, cessation and length of rainy season in West Africa (2018 <i>Environ. Res. Lett.</i> <b>13</b> 055009)",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",,False,False,False,False,False,rcp85,not_reviewed,
https://openalex.org/W2799920520,2018,Environmental Research Letters,Drought-sensitivity of fine dust in the US Southwest: Implications for air quality and public health under future climate change,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2850576352,2018,Environmental Research Letters,Extending CMIP5 projections of global mean temperature change and sea level rise due to thermal expansion using a physically-based emulator,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2903908148,2018,Environmental Research Letters,Future changes in spring wheat yield in the European Russia as inferred from a large ensemble of high-resolution climate projections,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2787896673,2018,Environmental Research Letters,"Future heat-waves, droughts and floods in 571 European cities",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2892268049,2018,Environmental Research Letters,Likelihood of concurrent climate extremes and variations over China,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2845048408,2018,Environmental Research Letters,Non-stationary hydropower generation projections constrained by environmental and electricity grid operations over the western United States,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2901866844,2018,Environmental Research Letters,Potential future methane emission hot spots in Greenland,high_emissions_clear,Explicitly frames RCP8.5 as high-emissions or high-concentration.,high_emissions_signal;projection_signal,False,False,True,True,False,rcp85,not_reviewed,
https://openalex.org/W2791529021,2018,Environmental Research Letters,Potential impact of 1.5 °C and 2 °C global warming on consecutive dry and wet days over West Africa,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2790858089,2018,Environmental Research Letters,"Potential impacts of 1.5 °C and 2 °C global warming on rainfall onset, cessation and length of rainy season in West Africa",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2804011213,2018,Environmental Research Letters,Potential strong contribution of future anthropogenic land-use and land-cover change to the terrestrial carbon cycle,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2783853742,2018,Environmental Research Letters,Projected changes of thermal growing season over Northern Eurasia in a 1.5 °C and 2 °C warming world,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2803116530,2018,Environmental Research Letters,Temporal and spatial evaluation of stormwater engineering standards reveals risks and priorities across the United States,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2790297778,2018,Environmental Research Letters,The influence of non-CO <sub>2</sub> forcings on cumulative carbon emissions budgets,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2804328334,2018,Regional Environmental Change,Differences between low-end and high-end climate change impacts in Europe across multiple sectors,stress_case_clear,"Explicitly frames RCP8.5 as a stress case, worst case, high-end, upper-bound, extreme, pessimistic, or severe scenario.",stress_case_signal;projection_signal,False,True,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2996971784,2019,Climate Risk Management,Inundation modelling for Bangladeshi coasts using downscaled and bias-corrected temperature,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2980721422,2019,Climatic Change,Assessment of the Laurentian Great Lakes’ hydrological conditions in a changing climate,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2940194540,2019,Climatic Change,Effects of climate change and adaptation options on winter wheat yield under rainfed Mediterranean conditions in southern Portugal,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2972468286,2019,Climatic Change,Impact of internal variability on climate change for the upcoming decades: analysis of the CanESM2-LE and CESM-LE large ensembles,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2945198907,2019,Climatic Change,Projection of near-future climate change and agricultural drought in Mainland Southeast Asia under RCP8.5,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2995879696,2019,Earth s Future,Changes in Anthropogenic PM and the Resulting Global Climate Effects Under the RCP4.5 and RCP8.5 Scenarios by 2050,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,radiative_forcing;rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2943474937,2019,Earth s Future,"Drought Occurring With Hot Extremes: Changes Under Future Climate Change on Loess Plateau, China",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2994691784,2019,Earth s Future,Greenland Ice Sheet Response to Stratospheric Aerosol Injection Geoengineering,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2944412777,2019,Earth s Future,Impacts of Observational Constraints Related to Sea Level on Estimates of Climate Sensitivity,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,radiative_forcing;rcp85,not_reviewed,
https://openalex.org/W2970562419,2019,Earth s Future,Potential Influence of Climate Change on Grain Self‐Sufficiency at the Country Level Considering Adaptation Measures,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2992460317,2019,Earth s Future,Sea Ice Targeted Geoengineering Can Delay Arctic Sea Ice Decline but not Global Warming,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2946107406,2019,Earth s Future,The Exceptional 2018 European Water Seesaw Calls for Action on Adaptation,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2938241600,2019,Earth s Future,The Response of Permafrost and High‐Latitude Ecosystems Under Large‐Scale Stratospheric Aerosol Injection and Its Termination,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2960259087,2019,Environmental Research Letters,"A review of the major drivers of the terrestrial carbon uptake: model-based assessments, consensus, and uncertainties",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2948613157,2019,Environmental Research Letters,Assessing landscape potential for human sustainability and ‘attractiveness’ across Asian Russia in a warmer 21st century,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2911963585,2019,Environmental Research Letters,"Assessment of climate change impacts on buildings, structures and infrastructure in the Russian regions on permafrost",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2986915868,2019,Environmental Research Letters,Climate change impact on Northwestern African offshore wind energy resources,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2990645575,2019,Environmental Research Letters,Climate change impact on energy demand in building-urban-atmosphere simulations through the 21st century,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,radiative_forcing;rcp85,not_reviewed,
https://openalex.org/W2983152285,2019,Environmental Research Letters,"Climate change impacts the spread potential of wheat stem rust, a significant crop disease",baseline_or_bau,"Explicitly frames RCP8.5 as business-as-usual, baseline, reference, no-policy, or comparable default/reference case.",baseline_or_bau_signal;projection_signal;default_future_signal,True,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2991026755,2019,Environmental Research Letters,Global ecosystem service values in climate class transitions,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2990094322,2019,Environmental Research Letters,"Impact of climate and population change on temperature-related mortality burden in Bavaria, Germany",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2947813851,2019,Environmental Research Letters,Mid-21st century ozone air quality and health burden in China under emissions scenarios and climate change,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2982681833,2019,Environmental Research Letters,Novel Index for bioclimatic zone-based biodiversity conservation strategies under climate change in Northeast Asia,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2978744310,2019,Environmental Research Letters,Projected increase in the spatial extent of contiguous US summer heat waves and associated attributes,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,radiative_forcing;rcp85,not_reviewed,
https://openalex.org/W2943739006,2019,Environmental Research Letters,Projected precipitation changes over the south Asian region for every 0.5 °C increase in global warming,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2977505457,2019,Environmental Research Letters,Quantifying uncertainty in European climate projections using combined performance-independence weighting,high_emissions_clear,Explicitly frames RCP8.5 as high-emissions or high-concentration.,high_emissions_signal;projection_signal;default_future_signal,False,False,True,True,True,rcp85,not_reviewed,
https://openalex.org/W2985523630,2019,Environmental Research Letters,Regionalization of anthropogenically forced changes in 3 hourly extreme precipitation over Europe,baseline_or_bau,"Explicitly frames RCP8.5 as business-as-usual, baseline, reference, no-policy, or comparable default/reference case.",baseline_or_bau_signal;projection_signal,True,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2947468225,2019,Environmental Research Letters,Response of ecosystem intrinsic water use efficiency and gross primary productivity to rising vapor pressure deficit,high_emissions_clear,Explicitly frames RCP8.5 as high-emissions or high-concentration.,high_emissions_signal;projection_signal,False,False,True,True,False,rcp85,not_reviewed,
https://openalex.org/W2980470687,2019,Nature Climate Change,Large loss of CO2 in winter observed across the northern permafrost region,baseline_or_bau,"Explicitly frames RCP8.5 as business-as-usual, baseline, reference, no-policy, or comparable default/reference case.",baseline_or_bau_signal;projection_signal;default_future_signal,True,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2989627974,2019,Regional Environmental Change,"A multi-model, multi-scenario, and multi-domain analysis of regional climate projections for the Mediterranean",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W2971793470,2019,Regional Environmental Change,Global warming threatens conservation status of alpine EU habitat types in the European Eastern Alps,stress_case_clear,"Explicitly frames RCP8.5 as a stress case, worst case, high-end, upper-bound, extreme, pessimistic, or severe scenario.",stress_case_signal;projection_signal,False,True,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3112068985,2020,Climate Risk Management,Changing climate risk in the UK: A multi-sectoral analysis using policy-relevant indicators,stress_case_clear,"Explicitly frames RCP8.5 as a stress case, worst case, high-end, upper-bound, extreme, pessimistic, or severe scenario.",stress_case_signal;projection_signal;default_future_signal,False,True,False,True,True,rcp85,not_reviewed,
https://openalex.org/W3038326872,2020,Climate Risk Management,"Modelling habitat suitability of western tragopan (Tragopan melanocephalus) a range-restricted vulnerable bird species of the Himalayan region, in response to climate change",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3109616555,2020,Climate Risk Management,Projected changes to risk of wind-driven rain on buildings in Canada under +0.5 °C to +3.5 °C global warming above the recent period,baseline_or_bau,"Explicitly frames RCP8.5 as business-as-usual, baseline, reference, no-policy, or comparable default/reference case.",baseline_or_bau_signal;projection_signal,True,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W3004942224,2020,Climatic Change,A global analysis of heat-related labour productivity losses under climate change—implications for Germany’s foreign trade,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3101102623,2020,Climatic Change,Effects of model calibration on hydrological and water resources management simulations under climate change in a semi-arid watershed,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3093680708,2020,Climatic Change,How a typical West African day in the future-climate compares with current-climate conditions in a convection-permitting and parameterised convection climate model,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W3108964084,2020,Climatic Change,"Impacts of climate change on hurricane flood hazards in Jamaica Bay, New York",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W3044079257,2020,Climatic Change,More perceived but not faster evolution of heat stress than temperature extremes in the future,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W3049080179,2020,Earth s Future,Analysis of Compound Climate Extremes and Exposed Population in Africa Under Two Different Emission Scenarios,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W3016667131,2020,Earth s Future,Comparison of Changing Population Exposure to Droughts in River Basins of the Tarim and the Indus,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W3093830265,2020,Earth s Future,Detectability of Artificial Ocean Alkalinization and Stratospheric Aerosol Injection in MPI‐ESM,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3036838225,2020,Earth s Future,Exploring the Drivers of Global and Local Sea‐Level Change Over the 21st Century and Beyond,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W3097817433,2020,Earth s Future,Future Risks of Unprecedented Compound Heat Waves Over Three Vast Urban Agglomerations in China,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W3003226856,2020,Earth s Future,Global Change Can Make Coastal Eutrophication Control in China More Difficult,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3047843253,2020,Earth s Future,Global Socioeconomic Risk of Precipitation Extremes Under Climate Change,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3020172758,2020,Earth s Future,Partitioning the Uncertainty of Ensemble Projections of Global Glacier Mass Change,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3097126796,2020,Earth s Future,Projected Changes in Compound Flood Hazard From Riverine and Coastal Floods in Northwestern Europe,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W3003174637,2020,Environmental Research Letters,Anthropogenic land cover change impact on climate extremes during the 21st century,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3114738583,2020,Environmental Research Letters,Assessing the long-term interactions of climate change and timber markets on forest land and carbon storage,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3011832120,2020,Environmental Research Letters,Changes in the exposure of California’s levee-protected critical infrastructure to flooding hazard in a warming climate,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W3104330921,2020,Environmental Research Letters,Changes in the relationship between ENSO and the East Asian winter monsoon under global warming,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W3084655684,2020,Environmental Research Letters,Dynamics of seasonally frozen ground in the Yarlung Zangbo River Basin on the Qinghai-Tibet Plateau: historical trend and future projection,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W3097845653,2020,Environmental Research Letters,Emergence of significant soil moisture depletion in the near future,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3013808870,2020,Environmental Research Letters,Emulating climate extreme indices,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W3044168938,2020,Environmental Research Letters,Evaluation and projection of snowfall changes in High Mountain Asia based on NASA’s NEX-GDDP high-resolution daily downscaled dataset,high_emissions_clear,Explicitly frames RCP8.5 as high-emissions or high-concentration.,high_emissions_signal;projection_signal,False,False,True,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3009116388,2020,Environmental Research Letters,Future evolution of surface solar radiation and photovoltaic potential in Europe: investigating the role of aerosols,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3004912775,2020,Environmental Research Letters,Global rangeland production systems and livelihoods at threat under climate change and variability,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W3071408250,2020,Environmental Research Letters,High potential for loss of permafrost landforms in a changing climate,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W3036539699,2020,Environmental Research Letters,Impact of climate change on crop suitability in sub-Saharan Africa in parameterized and convection-permitting regional climate models,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W3005907556,2020,Environmental Research Letters,Increased population exposure to precipitation extremes under future warmer climates,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W2969452336,2020,Environmental Research Letters,Intersecting vulnerabilities: climatic and demographic contributions to future population exposure to Aedes-borne viruses in the United States,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3042001613,2020,Environmental Research Letters,"One simulation, different conclusions—the baseline period makes the difference!",ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,radiative_forcing;rcp85,not_reviewed,
https://openalex.org/W3115206273,2020,Environmental Research Letters,Permafrost sensitivity to global warming of 1.5 °C and 2 °C in the Northern Hemisphere,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3005284361,2020,Environmental Research Letters,Potential shifts in the aboveground biomass and physiognomy of a seasonally dry tropical forest in a changing climate,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W2999177644,2020,Environmental Research Letters,Projected effects of 1.5 °C and 2 °C global warming levels on the intra-seasonal rainfall characteristics over the Greater Horn of Africa,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W3118157939,2020,Environmental Research Letters,Subsea permafrost carbon stocks and climate change sensitivity estimated by expert assessment,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3006248750,2020,Environmental Research Letters,The effects of afforestation as an adaptation option: a case study in the upper Chao Phraya River basin,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
https://openalex.org/W3110656578,2020,Environmental Research Letters,The emergence of anthropogenic signal in mean and extreme precipitation trend over China by using two large ensembles,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal,False,False,False,True,False,rcp85,not_reviewed,
https://openalex.org/W3115526937,2020,Environmental Research Letters,The implications of future climate change on the blue water footprint of hydropower in the contiguous US <sup>*</sup>,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85;representative_concentration_pathway,not_reviewed,
https://openalex.org/W3021772433,2020,Environmental Research Letters,Thermal extremes in regulated river systems under climate change: an application to the southeastern U.S. rivers,ambiguous_projection,"Uses scenario/projection/model language but does not clearly state baseline, stress-case, high-emissions, or default-future framing in title/abstract.",projection_signal;default_future_signal,False,False,False,True,True,rcp85,not_reviewed,
