"RelativePath","Title","Status","Reason","OldHero","NewHero","LeadCandidate","LeadLineNumber","FirstHeadingLineNumber","Localized","CaptionMigrated","BodyImageRemoved","Changed","Error"
"content/essays/mingo-county-mud-in-the-water.md","Mingo County: Mud in the Water","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/mingo-county-mud-in-the-water/1b7bc0f31b0983531545efde2ef0518d63154c5312db959917972bb515e7b60c.jpeg","/images/medium/mingo-county-mud-in-the-water/1b7bc0f31b0983531545efde2ef0518d63154c5312db959917972bb515e7b60c.jpeg","https://cdn-images-1.medium.com/max/800/1*908CqOWEi7Qyyje1moKijA@2x.jpeg","22",,"False","False","False","False",""
"content/essays/moral-momentum.md","Moral Momentum","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/moral-momentum/c51f0ead05ea0a409a0d3c511938640b488731f8921531aacbe7167b662c33c6.jpeg","/images/medium/moral-momentum/c51f0ead05ea0a409a0d3c511938640b488731f8921531aacbe7167b662c33c6.jpeg","",,,"False","False","False","False",""
"content/essays/natural-asset-companies.md","Natural Asset Companies","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/nietzsche-vs-simulation-theory-why-the-nature-of-reality-real-or-not-doesnt-matter.md","Nietzsche vs. Simulation Theory: Why the Nature of Reality (Real or Not) Doesn’t Matter","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/nietzsche-vs-simulation-theory-why-the-nature-of-reality-real-or-not-doesnt-matter/e93d94381ef1f833ddc148e32b22488d967caa2ec4e0663eb1d895e015bf7c5f.jpeg","/images/medium/nietzsche-vs-simulation-theory-why-the-nature-of-reality-real-or-not-doesnt-matter/e93d94381ef1f833ddc148e32b22488d967caa2ec4e0663eb1d895e015bf7c5f.jpeg","https://cdn-images-1.medium.com/max/800/1*nywfgfLjP8Okw4MKJRs3mg@2x.jpeg","18",,"False","False","False","False",""
"content/essays/nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion.md","Nottoway Plantation Burns Down in Fire: History and Legacy of the South’s Largest Mansion","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,"17","False","False","False","False",""
"content/essays/ozzy-osbourne-how-heavy-metals-most-unruly-star-became-a-cultural-fixture.md","Ozzy Osbourne: How Heavy Metal's Most Unruly Star Became a Cultural Fixture","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/pope-francis-how-a-plainspoken-pope-reframed-moral-authority.md","Pope Francis: How a Plainspoken Pope Reframed Moral Authority","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/pope-leo-xiv-from-chicago-altar-boy-to-the-chair-of-saint-peter.md","Who Is Pope Leo XIV? Chicago-Born Priest Becomes First American Pope","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/pope-leo-xiv-from-chicago-altar-boy-to-the-chair-of-saint-peter/64a77b457874a4f350bf43b17cd5195fe10c5fc41af5ff7e2a1ca4e2d9c0b55c.png","/images/medium/pope-leo-xiv-from-chicago-altar-boy-to-the-chair-of-saint-peter/64a77b457874a4f350bf43b17cd5195fe10c5fc41af5ff7e2a1ca4e2d9c0b55c.png","https://cdn-images-1.medium.com/max/800/1*38tZ5mFXTqHRvcX2v2snNQ.png","4","2","False","False","False","False",""
"content/essays/pornography-the-modern-secular-state-religion-and-american-morality.md","The Rise of Pornography and the Fall of Morality","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/pornography-the-modern-secular-state-religion-and-american-morality/73e4b3b8aef6b4c1ca7a9e43be4aedaea51acd0c671994152f688f0655ad31bb.jpeg","/images/medium/pornography-the-modern-secular-state-religion-and-american-morality/73e4b3b8aef6b4c1ca7a9e43be4aedaea51acd0c671994152f688f0655ad31bb.jpeg","/images/medium/pornography-the-modern-secular-state-religion-and-american-morality/e23eb0c06f9b9269eb68bf003662f9bb052f278ce14a2d8cf1d1ebcb61934caf.png","41","39","False","False","False","False",""
"content/essays/presidential-elections.md","Presidential Elections","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/public-vs-private-pay-who-really-earns-more.md","Public vs Private Pay: Who Really Earns More?","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/public-vs-private-pay-who-really-earns-more/e08e2d9e594e88fe577e132b4ab69e9bf449fe573bd5abd1e3db0ccdb88311ce.png","/images/medium/public-vs-private-pay-who-really-earns-more/e08e2d9e594e88fe577e132b4ab69e9bf449fe573bd5abd1e3db0ccdb88311ce.png","https://cdn-images-1.medium.com/max/800/0*_YODUx2AJYPvf6a1","43","39","False","False","False","False",""
"content/essays/rational-ignorance-in-the-u-s-presidential-electorate.md","Rational Ignorance in the U.S. Presidential Electorate","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,"8","False","False","False","False",""
"content/essays/rethinking-coastal-retreat.md","Rethinking Coastal Retreat","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/rethinking-invasive-species-management.md","Rethinking Invasive Species Management in Florida","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/rethinking-invasive-species-management/b2abf9b790de4f5931aecbfc1efab23d8192a255108fbcd9e9204019fed1b173.svg","/images/medium/rethinking-invasive-species-management/b2abf9b790de4f5931aecbfc1efab23d8192a255108fbcd9e9204019fed1b173.svg","/images/medium/rethinking-invasive-species-management/765ce98cfda62fede58231f05cfacfb8070505720b50faad2647fd476ae53b36.svg","13","36","False","False","False","False",""
"content/essays/risk-management-vs-risk-analysis-whats-the-difference.md","Risk Management vs Risk Analysis: What’s the Difference?","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/risk-management-vs-risk-analysis-whats-the-difference/697afcd47059e365bcca0f5a04697d3d99818ae12a2f5a8adf20109dfab8fcdc.png","/images/medium/risk-management-vs-risk-analysis-whats-the-difference/697afcd47059e365bcca0f5a04697d3d99818ae12a2f5a8adf20109dfab8fcdc.png","https://cdn-images-1.medium.com/max/800/1*3hETRUzbxy--CgUo3kEWUg.png","85","11","False","False","False","False",""
"content/essays/russias-slow-surrender-how-china-is-turning-putin-s-war-into-a-power-play.md","Russia’s Slow Surrender: How China is Turning Putin’s War into a Power Play","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/russias-slow-surrender-how-china-is-turning-putin-s-war-into-a-power-play/35170d6117697c99d263a1757eb5190348013a31255dfaed3a51215b415933a5.jpeg","/images/medium/russias-slow-surrender-how-china-is-turning-putin-s-war-into-a-power-play/35170d6117697c99d263a1757eb5190348013a31255dfaed3a51215b415933a5.jpeg","https://cdn-images-1.medium.com/max/800/1*p0cBliQPoGcK6M3-B8Q4_A@2x.jpeg","10",,"False","False","False","False",""
"content/essays/standard-of-living-vs-quality-of-life-what-the-numbers-miss.md","Standard of Living vs. Quality of Life: What the Numbers Miss","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/standard-of-living-vs-quality-of-life-what-the-numbers-miss/0f2b5ab93973a8f53632b41ba12cfaaf0e21b0a75f2ab06b643fdd9ad3dbe04c.jpg","/images/medium/standard-of-living-vs-quality-of-life-what-the-numbers-miss/0f2b5ab93973a8f53632b41ba12cfaaf0e21b0a75f2ab06b643fdd9ad3dbe04c.jpg","https://cdn-images-1.medium.com/max/800/0*Vum-ilm-3CuqxyJB","39","5","False","False","False","False",""
"content/essays/synthetic-reasoning.md","Synthetic Reasoning","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/synthetic-reasoning/07c57a8f208c2fc53fc2c10e5deb4e365b94b9d37089dde7e1612013d373b9e0.jpeg","/images/medium/synthetic-reasoning/07c57a8f208c2fc53fc2c10e5deb4e365b94b9d37089dde7e1612013d373b9e0.jpeg","https://cdn-images-1.medium.com/max/800/1*p0piXEyzL5gpdWFXSgxeGA@2x.jpeg","26","8","False","False","False","False",""
"content/essays/tariffs-protectionism-and-wishful-thinking.md","Tariffs, Protectionism, and Wishful Thinking","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/tariffs-protectionism-and-wishful-thinking/a2ca847bbd3c4228bf2346d7ece93cf9ac250f9a657cc827efdd0da7347319dc.jpg","/images/medium/tariffs-protectionism-and-wishful-thinking/a2ca847bbd3c4228bf2346d7ece93cf9ac250f9a657cc827efdd0da7347319dc.jpg","https://cdn-images-1.medium.com/max/800/0*bKZl9g-xzzYaiobg","12",,"False","False","False","False",""
"content/essays/the-100-year-flood-is-not-what-you-think.md","The 100-Year Flood Is Not What You Think","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/the-100-year-flood-is-not-what-you-think/96718dd1ce6457c535506421a4afbbb633458940478ba3165a382cfaa93d70aa.jpeg","/images/medium/the-100-year-flood-is-not-what-you-think/96718dd1ce6457c535506421a4afbbb633458940478ba3165a382cfaa93d70aa.jpeg","https://cdn-images-1.medium.com/max/800/1*QkwHnrZCeHCgldxY7S7Ivw@2x.jpeg","24","2","False","False","False","False",""
"content/essays/the-cracked-pot.md","The Cracked Pot","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","","","",,,"False","False","False","False",""
"content/essays/the-crucifix-courage-training-to-speak-truth-in-a-false-world.md","The Crucifix: Courage Training to Speak Truth in a False World","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/social/outside-in-print-default.png","/images/social/outside-in-print-default.png","https://cdn-images-1.medium.com/max/800/1*BD9RfIJ3mk3o1YGQFDhi_g.png","4","2","False","False","False","False",""
"content/essays/the-death-of-moores-law.md","The Death of Moore’s Law","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/the-death-of-moores-law/c8f9f3c89cefb298ee7f1eab911925dd4eb577b40e806d67b5985a474aee18b9.jpeg","/images/medium/the-death-of-moores-law/c8f9f3c89cefb298ee7f1eab911925dd4eb577b40e806d67b5985a474aee18b9.jpeg","https://cdn-images-1.medium.com/max/800/1*AXMlC9uMvDqyKDXhoUcEvA@2x.jpeg","10",,"False","False","False","False",""
"content/essays/the-dolphin-company.md","The Dolphin Company","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/the-dolphin-company/92120106176bb8291df18e01fb3fa7d266b0e02ca97777a6a6619ddc90ea5bb4.jpeg","/images/medium/the-dolphin-company/92120106176bb8291df18e01fb3fa7d266b0e02ca97777a6a6619ddc90ea5bb4.jpeg","https://cdn-images-1.medium.com/max/800/1*MfxJUR7YxK7MYcIqkIQGXA.jpeg","57","2","False","False","False","True",""
"content/essays/the-economics-of-the-mongol-empire.md","The Economics of the Mongol Empire","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/the-economics-of-the-mongol-empire/60342f090c96aae087a5ed7917af61424689ccc02035e6e48d930d3f394b2fb7.jpeg","/images/medium/the-economics-of-the-mongol-empire/60342f090c96aae087a5ed7917af61424689ccc02035e6e48d930d3f394b2fb7.jpeg","https://cdn-images-1.medium.com/max/800/1*y4DOegWOCQOPVTAwl0KEtQ.png","28",,"False","False","False","False",""
"content/essays/the-fair-price-of-bitcoin-69420.md","The Fair Price of Bitcoin: $69,420","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/the-fair-price-of-bitcoin-69420/bitcoin-price-surge-and-volatility.png","/images/medium/the-fair-price-of-bitcoin-69420/bitcoin-price-surge-and-volatility.png","/images/medium/the-fair-price-of-bitcoin-69420/bitcoin-price-journey-rally-drop-stability.png","12","8","False","False","False","False",""
"content/essays/the-future-of-ai-and-technical-jobs-why-review-work-is-your-best-bet-for-now.md","The Future of AI and Technical Jobs: Why Review Work Is Your Best Bet (For Now)","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/the-future-of-ai-and-technical-jobs-why-review-work-is-your-best-bet-for-now/cba9e9b06b3e7cb155f359c7984d07df994a9b4cddb356a6354a3b6d930348b8.jpeg","/images/medium/the-future-of-ai-and-technical-jobs-why-review-work-is-your-best-bet-for-now/cba9e9b06b3e7cb155f359c7984d07df994a9b4cddb356a6354a3b6d930348b8.jpeg","https://cdn-images-1.medium.com/max/800/1*Wwr2C8xqp5zOpGRSgws6TQ@2x.jpeg","18",,"False","False","False","False",""
"content/essays/the-ledger-vol-1.md","The Ledger, Vol. 1","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/the-ledger-vol-1/79135b86692f72d399ab6e14643d150385b4419e4c10a2c66a7e32ccacd64cbe.png","/images/medium/the-ledger-vol-1/79135b86692f72d399ab6e14643d150385b4419e4c10a2c66a7e32ccacd64cbe.png","",,"30","False","False","False","False",""
"content/essays/the-ledger-vol-2.md","The Ledger, Vol. 2","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","","","https://cdn-images-1.medium.com/max/800/1*lqgukPVI0EQVJ9fx0Xw6Eg@2x.jpeg","5","2","False","False","False","False",""
"content/essays/the-ledger-vol-3.md","The Ledger, Vol. 3","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","","","https://cdn-images-1.medium.com/max/800/1*A5i_yg7r-l_c_PcodMRCdw.png","6","2","False","False","False","False",""
"content/essays/the-little-prince-10-powerful-quotes-that-will-change-how-you-see-life.md","The Little Prince: 10 Powerful Quotes That Will Change How You See Life","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/the-little-prince-10-powerful-quotes-that-will-change-how-you-see-life/214d2b4fcdf2caf027b5fef407d18437523f338ba643848578fd1a9b869c163d.jpeg","/images/medium/the-little-prince-10-powerful-quotes-that-will-change-how-you-see-life/214d2b4fcdf2caf027b5fef407d18437523f338ba643848578fd1a9b869c163d.jpeg","",,,"False","False","False","False",""
"content/essays/the-max-mistake-why-hbos-name-change-backfired.md","The Max Mistake: Why HBO’s Name Change Backfired","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/the-max-mistake-why-hbos-name-change-backfired/9d6aa7e31089220539d97cc526c31b6cae1ae73620269399d1bf1dee8e24fdb1.jpeg","/images/medium/the-max-mistake-why-hbos-name-change-backfired/9d6aa7e31089220539d97cc526c31b6cae1ae73620269399d1bf1dee8e24fdb1.jpeg","https://cdn-images-1.medium.com/max/800/1*a4ecbxx_FOBr-SHfbM9xeA@2x.jpeg","25","23","False","False","False","False",""
"content/essays/the-national-debt-is-screwing-you-heres-how.md","The National Debt Is Screwing You — Here’s How","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/the-national-debt-is-screwing-you-heres-how/0a38cb7ce16106abac5e6818c097159c0c7e758e5b7a1a6af19de9d88e0cd8d4.jpeg","/images/medium/the-national-debt-is-screwing-you-heres-how/0a38cb7ce16106abac5e6818c097159c0c7e758e5b7a1a6af19de9d88e0cd8d4.jpeg","https://cdn-images-1.medium.com/max/800/1*qKqxB4zWvgYzg_dhBupprQ@2x.jpeg","26",,"False","False","False","False",""
"content/essays/the-national-flood-insurance-program.md","The National Flood Insurance Program","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/the-national-flood-insurance-program/a17c72f621f83136e7fe24f2ac68620cb4f222aacfee7319a4fbfdb4051c1e1b.jpeg","/images/medium/the-national-flood-insurance-program/a17c72f621f83136e7fe24f2ac68620cb4f222aacfee7319a4fbfdb4051c1e1b.jpeg","https://cdn-images-1.medium.com/max/800/1*5Y3ytOaABnz16lwshw7uyw@2x.jpeg","18","8","False","False","False","False",""
"content/essays/the-new-meta-economy.md","The New Meta Economy","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/the-new-meta-economy/bcb3e2d1414e3aa992a7e91e09e04b5d51c9948d0210d90268c473b870857999.jpg","/images/medium/the-new-meta-economy/bcb3e2d1414e3aa992a7e91e09e04b5d51c9948d0210d90268c473b870857999.jpg","https://cdn-images-1.medium.com/max/800/0*uQS3IzOgIlFnzCQu","16",,"False","False","False","False",""
"content/essays/the-political-economy-of-airports.md","The Political Economy of Airports","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/the-political-economy-of-airports/03d81147c17634b1515b9c1a51b387d29d7c88fda18a07195e6bd5aa69fd593c.jpeg","/images/medium/the-political-economy-of-airports/03d81147c17634b1515b9c1a51b387d29d7c88fda18a07195e6bd5aa69fd593c.jpeg","",,,"False","False","False","False",""
"content/essays/the-privacy-paradox-why-americans-feel-powerless-over-their-personal-data.md","The Privacy Paradox: Why Americans Feel Powerless Over Their Personal Data","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/the-privacy-paradox-why-americans-feel-powerless-over-their-personal-data/fde6a7eb2bba3033ba76dde29376f6135046b96a3618a20bdf0f9570f8b572d1.jpeg","/images/medium/the-privacy-paradox-why-americans-feel-powerless-over-their-personal-data/fde6a7eb2bba3033ba76dde29376f6135046b96a3618a20bdf0f9570f8b572d1.jpeg","https://cdn-images-1.medium.com/max/800/1*rYaGT-1laPdFk9ppydzXMw.jpeg","18",,"False","False","False","False",""
"content/essays/the-rise-fall-and-reemergence-of-the-r-word-why-is-it-trending-again.md","The Rise, Fall, and Reemergence of the R-Word: Why Is It “Okay” to say Retard Again?","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/the-rise-fall-and-reemergence-of-the-r-word-why-is-it-trending-again/fe099402c1a1fc29b294f1e25ea4379ed77eb6714c46c3360b3e7ce863d35838.jpeg","/images/medium/the-rise-fall-and-reemergence-of-the-r-word-why-is-it-trending-again/fe099402c1a1fc29b294f1e25ea4379ed77eb6714c46c3360b3e7ce863d35838.jpeg","https://cdn-images-1.medium.com/max/800/1*S-r2VCWkfyt_Kzq5gHOo6Q@2x.jpeg","16",,"False","False","False","False",""
"content/essays/the-risk-management-buffet.md","The Risk Management Buffet","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/the-risk-management-buffet/0e0afc0ee25fab12957c07b3073aff1d4c61f1883bb4eb35fbb7e5656e14b053.jpg","/images/medium/the-risk-management-buffet/0e0afc0ee25fab12957c07b3073aff1d4c61f1883bb4eb35fbb7e5656e14b053.jpg","https://cdn-images-1.medium.com/max/800/0*EfIdcroFUv6NHXh5","6","18","False","False","False","False",""
"content/essays/the-roi-of-caring.md","The ROI of Caring","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/the-roi-of-caring/3d9c7e2c965f02f4865656d236d78d7ee750001dab77cedab7e8cb3c437e2639.jpeg","/images/medium/the-roi-of-caring/3d9c7e2c965f02f4865656d236d78d7ee750001dab77cedab7e8cb3c437e2639.jpeg","",,,"False","False","False","False",""
"content/essays/the-slow-way-is-the-fast-way.md","The Slow Way is the Fast Way","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/the-slow-way-is-the-fast-way/f3fa7e6605d8194326ea09f55cf0eedc6b6ef10c8d44155f1e51a2644089872c.jpg","/images/medium/the-slow-way-is-the-fast-way/f3fa7e6605d8194326ea09f55cf0eedc6b6ef10c8d44155f1e51a2644089872c.jpg","https://cdn-images-1.medium.com/max/800/1*lAo0jpbvejnmq344_Nr9Dw@2x.jpeg","30",,"False","False","False","False",""
"content/essays/the-structure-of-modern-american-society.md","Wealth and Governance in Modern American Society","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/social/outside-in-print-default.png","/images/social/outside-in-print-default.png","",,"2","False","False","False","False",""
"content/essays/the-three-body-problem-a-sci-fi-epic-that-redefines-civilizations-place-in-the-universe.md","The Three-Body Problem: A Sci-Fi Epic That Redefines Civilization’s Place in the Universe","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/the-three-body-problem-a-sci-fi-epic-that-redefines-civilizations-place-in-the-universe/16bb88fabf093eb157a47057f24b82ff13ee51dc67c7f5d89157c67bf668bb25.jpeg","/images/medium/the-three-body-problem-a-sci-fi-epic-that-redefines-civilizations-place-in-the-universe/16bb88fabf093eb157a47057f24b82ff13ee51dc67c7f5d89157c67bf668bb25.jpeg","https://cdn-images-1.medium.com/max/800/1*iovpGARz_U6IXCZ0lpFVdQ@2x.jpeg","12",,"False","False","False","False",""
"content/essays/the-three-enemies-of-positive-outcomes.md","The Three Enemies of Positive Outcomes","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/the-three-enemies-of-positive-outcomes/502c9af7d38343926679b4000c07f7938a7bb2ffb2de34fd307939daa7c4523a.jpeg","/images/medium/the-three-enemies-of-positive-outcomes/502c9af7d38343926679b4000c07f7938a7bb2ffb2de34fd307939daa7c4523a.jpeg","",,,"False","False","False","False",""
"content/essays/the-undead-state.md","The Undead State","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/the-undead-state/cbe459c20ee612506e5eb4167a56aa6042bb7ba8df8ac55426d583d0c7f10e53.jpeg","/images/medium/the-undead-state/cbe459c20ee612506e5eb4167a56aa6042bb7ba8df8ac55426d583d0c7f10e53.jpeg","",,,"False","False","False","False",""
"content/essays/the-waters-rising-what-the-data-really-says-about-extreme-weather.md","The Water’s Rising: What the Data Really Says About Extreme Weather","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","","","https://cdn-images-1.medium.com/max/800/1*2kohAqkWabX8hYrMm6XyXw.png","147","32","False","False","False","False",""
"content/essays/the-world-is-back-at-the-poker-table.md","The World Is Back at the Poker Table","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/essays/the-world-is-back-at-the-poker-table/chips-in.png","/images/essays/the-world-is-back-at-the-poker-table/chips-in.png","/images/essays/the-world-is-back-at-the-poker-table/back-room-chips.png","54","12","False","False","False","False",""
"content/essays/the-world-the-un-was-built-for.md","The World the UN Was Built For","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/the-world-the-un-was-built-for/cc8c8bffe2bc792723dbd459180973ed10ecd5475abadc1a558d3e26bb1ca050.png","/images/medium/the-world-the-un-was-built-for/cc8c8bffe2bc792723dbd459180973ed10ecd5475abadc1a558d3e26bb1ca050.png","https://cdn-images-1.medium.com/max/800/0*8odgxtxn9Xk2eo2f","37","18","False","False","False","False",""
"content/essays/tiktok-the-trojan-horse-of-global-influence.md","TikTok: The Trojan Horse of Global Influence","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/tiktok-the-trojan-horse-of-global-influence/a8232adfa4bde25e8b21a4830b941a336b8d1f29f04e63649adb01d93e21d4c3.jpeg","/images/medium/tiktok-the-trojan-horse-of-global-influence/a8232adfa4bde25e8b21a4830b941a336b8d1f29f04e63649adb01d93e21d4c3.jpeg","",,"6","False","False","False","False",""
"content/essays/trumps-energy-revolution-fossil-fuels-climate-rollbacks-and-the-future-of-u-s-policy.md","Trump’s Energy Revolution: Fossil Fuels, Climate Rollbacks, and the Future of U.S. Policy","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/trumps-energy-revolution-fossil-fuels-climate-rollbacks-and-the-future-of-u-s-policy/df7535a57eae77de0aacacac2f223a7240699ff20142644b6986d4bc4930898f.jpeg","/images/medium/trumps-energy-revolution-fossil-fuels-climate-rollbacks-and-the-future-of-u-s-policy/df7535a57eae77de0aacacac2f223a7240699ff20142644b6986d4bc4930898f.jpeg","https://cdn-images-1.medium.com/max/800/1*udGB0K3l6-9dStYEMqmCwg@2x.jpeg","12",,"False","False","False","False",""
"content/essays/u-s-russia-peace-talks.md","U.S.-Russia Peace Talks","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/u-s-russia-peace-talks/41e06cd8fdffbd668544cdfd00c1323217c9093137ad432e16d5b80b32ad48df.jpeg","/images/medium/u-s-russia-peace-talks/41e06cd8fdffbd668544cdfd00c1323217c9093137ad432e16d5b80b32ad48df.jpeg","https://cdn-images-1.medium.com/max/800/1*pEgR74_65btuUvZBs-HsCw@2x.jpeg","4",,"False","False","False","False",""
"content/essays/u-s-shifts-ukraine-policy.md","U.S. Shifts Ukraine Policy","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/u-s-shifts-ukraine-policy/3fa0cde399f43f2bae75fa7e0c43522b9a70ce47fcff3d8820cfc9b5c174a303.jpeg","/images/medium/u-s-shifts-ukraine-policy/3fa0cde399f43f2bae75fa7e0c43522b9a70ce47fcff3d8820cfc9b5c174a303.jpeg","",,,"False","False","False","False",""
"content/essays/uncertainty-is-not-a-technical-problem.md","Uncertainty Is Not a Technical Problem","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/uncertainty-is-not-a-technical-problem/452fe328a00b3c6e1f69d11abb31908d90e0fe9f7ced69dc66c3a45b36a29515.jpeg","/images/medium/uncertainty-is-not-a-technical-problem/452fe328a00b3c6e1f69d11abb31908d90e0fe9f7ced69dc66c3a45b36a29515.jpeg","",,"26","False","False","False","False",""
"content/essays/uncrustables-the-billion-dollar-peanut-butter-empire.md","Uncrustables: The Billion-Dollar Peanut Butter Empire","SKIPPED_CURRENT_HERO_WINS","Essay already has a non-placeholder hero.","/images/medium/uncrustables-the-billion-dollar-peanut-butter-empire/fc80734f9875292b718dcdf753b8ee19fa6bfb010a7fa92750eb15755b49b296.jpeg","/images/medium/uncrustables-the-billion-dollar-peanut-butter-empire/fc80734f9875292b718dcdf753b8ee19fa6bfb010a7fa92750eb15755b49b296.jpeg","https://cdn-images-1.medium.com/max/800/1*N15R9kIRLqPrdXTw3YhViw@2x.jpeg","14",,"False","False","False","False",""
"content/essays/vice-president-jd-vance-announces-ai-powered-border-security-plan-in-texas.md","Vice President JD Vance Announces AI-Powered Border Security Plan in Texas","SKIPPED_NO_LEAD_CANDIDATE","No body image found.","/images/medium/vice-president-jd-vance-announces-ai-powered-border-security-plan-in-texas/bf25f1f0c9533475f927fab2deb266ed6ad2f8c778d215b925ee95e92648d690.jpeg","/images/medium/vice-president-jd-vance-announces-ai-powered-border-security-plan-in-texas/bf25f1f0c9533475f927fab2deb266ed6ad2f8c778d215b925ee95e92648d690.jpeg","",,,"False","False","False","False",""
"content/essays/what-happened-at-camp-mystic.md","What Happened at Camp Mystic?","REVIEW_LEAD_OUTSIDE_HEURISTIC","First body image falls outside the lead-image heuristic.","/images/medium/what-happened-at-camp-mystic/f9aa0d94b11672a7a6478a1488592d3b612bd493c11cc5ca238cfe5df34db0f4.png","/images/medium/what-happened-at-camp-mystic/f9aa0d94b11672a7a6478a1488592d3b612bd493c11cc5ca238cfe5df34db0f4.png","https://cdn-images-1.medium.com/max/800/1*fx2SfFS3E6BPsi7z65uuWg.png","60","32","False","False","False","False",""
