"slug","title","source_url","attempted_url","local_path","hash","sha256","width","height","status","reason","rejection_reason","caption","anchor","candidate_source","source_report","placement_method","placement_score","fallback_caption_used"
"mcdonalds-faces-week-long-boycott-june-24-2025","McDonald’s Faces Week‑Long Boycott","https://cdn-images-1.medium.com/max/800/1*KotasVf4jnm8gkEmpm9AJw.png","https://cdn-images-1.medium.com/max/800/1*KotasVf4jnm8gkEmpm9AJw.png","","749ee55ce9ab60c1fcd9c08c9a18005323d61e7da148e1fbcf4e8ef3daf13794","749ee55ce9ab60c1fcd9c08c9a18005323d61e7da148e1fbcf4e8ef3daf13794","800","533","skipped","duplicate_existing_or_featured_image_hash","duplicate_existing_or_featured_image_hash","*Created by Author with ChatGPT*","","git_history","","","0","False"
"mcdonalds-faces-week-long-boycott-june-24-2025","McDonald’s Faces Week‑Long Boycott","https://cdn-images-1.medium.com/max/800/1*jy1gvcUYMqVPyRs1TSXvJA.png","","","","","0","0","rejected","missing_caption_or_provenance","missing_caption_or_provenance","","### June 2025: How Did We Get Here?","git_history","","","0","False"
"mcdonalds-faces-week-long-boycott-june-24-2025","McDonald’s Faces Week‑Long Boycott","https://cdn-images-1.medium.com/max/800/1*FX-AXGiTuyHBlJtU4Pex1g.png","https://cdn-images-1.medium.com/max/800/1*FX-AXGiTuyHBlJtU4Pex1g.png","/images/medium/mcdonalds-faces-week-long-boycott-june-24-2025/d6b3a7394b6883ceeb4b5ff9cc7b775a30cd1dcab75999818ee1ff1b0e735f89.png","d6b3a7394b6883ceeb4b5ff9cc7b775a30cd1dcab75999818ee1ff1b0e735f89","d6b3a7394b6883ceeb4b5ff9cc7b775a30cd1dcab75999818ee1ff1b0e735f89","800","1200","inserted","","","*Created by Author with ChatGPT*","### Why It Matters","git_history","","section_order_fallback","0","False"
"mcdonalds-faces-week-long-boycott-june-24-2025","McDonald’s Faces Week‑Long Boycott","https://cdn-images-1.medium.com/max/800/1*IU115Da3az3hnov9rU9Lcg.png","https://cdn-images-1.medium.com/max/800/1*IU115Da3az3hnov9rU9Lcg.png","/images/medium/mcdonalds-faces-week-long-boycott-june-24-2025/f4b292028370a2cbfdaaa85746c2a27aa0c34975f31b8064779f9d20e694af59.png","f4b292028370a2cbfdaaa85746c2a27aa0c34975f31b8064779f9d20e694af59","f4b292028370a2cbfdaaa85746c2a27aa0c34975f31b8064779f9d20e694af59","800","1200","inserted","","","*Created by Author with ChatGPT*","### A Brief History — (With Links)","git_history","","section_order_fallback","0","False"
"metas-ai-ambitions-the-future-of-intelligence-or-an-alignment-crisis","Meta’s AI Ambitions: The Future of Intelligence or an Alignment Crisis?","https://cdn-images-1.medium.com/max/800/1*LaT4QorvPcmwg7_rmgrQHw@2x.jpeg","","","","","0","0","rejected","missing_caption_or_provenance","missing_caption_or_provenance","","","git_history","","","0","False"
"mingo-county-mud-in-the-water","Mingo County: Mud in the Water","https://cdn-images-1.medium.com/max/800/1*SBJOe4yaQ3YoQFi8ZNNBaA@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*SBJOe4yaQ3YoQFi8ZNNBaA@2x.jpeg","","1b7bc0f31b0983531545efde2ef0518d63154c5312db959917972bb515e7b60c","1b7bc0f31b0983531545efde2ef0518d63154c5312db959917972bb515e7b60c","800","533","skipped","duplicate_existing_or_featured_image_hash","duplicate_existing_or_featured_image_hash","Photo by engin akyurt on Unsplash","","git_history","","","0","False"
"mingo-county-mud-in-the-water","Mingo County: Mud in the Water","https://cdn-images-1.medium.com/max/800/1*a-6oJsVoqLapBqT0bq7PZw@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*a-6oJsVoqLapBqT0bq7PZw@2x.jpeg","/images/medium/mingo-county-mud-in-the-water/fa34a9e9c1cd8d0707382c359815a8e04df30a474dc1518017bf7debe9e9286d.jpeg","fa34a9e9c1cd8d0707382c359815a8e04df30a474dc1518017bf7debe9e9286d","fa34a9e9c1cd8d0707382c359815a8e04df30a474dc1518017bf7debe9e9286d","800","533","inserted","","","Photo by Dan Meyers on Unsplash","Fix the system now, or get ready to hand out bottled water.What Happens When You Ignore a Water Crisis","git_history","","section_order_fallback","0","False"
"mingo-county-mud-in-the-water","Mingo County: Mud in the Water","https://cdn-images-1.medium.com/max/800/1*eS5D55v-Z8DcNoWylnIPjw@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*eS5D55v-Z8DcNoWylnIPjw@2x.jpeg","/images/medium/mingo-county-mud-in-the-water/caa43ddbd135b00f16c8830ee814cd514cd3598486732acdc919ca0223c1b435.jpeg","caa43ddbd135b00f16c8830ee814cd514cd3598486732acdc919ca0223c1b435","caa43ddbd135b00f16c8830ee814cd514cd3598486732acdc919ca0223c1b435","800","534","inserted","","","Photo by the blowup on Unsplash","Here’s what Mingo County teaches us — and what the rest of America must learn now.How to Fix Failing Water Systems — Before It’s Too Late","git_history","","section_order_fallback","0","False"
"mingo-county-mud-in-the-water","Mingo County: Mud in the Water","https://cdn-images-1.medium.com/max/800/1*hEaF3-fRvfIyZZjkCTQKTA@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*hEaF3-fRvfIyZZjkCTQKTA@2x.jpeg","/images/medium/mingo-county-mud-in-the-water/69bc687eb67ffd638049df8f80a6026d1a1f1a283b15834b15726a4cb6b7ba29.jpeg","69bc687eb67ffd638049df8f80a6026d1a1f1a283b15834b15726a4cb6b7ba29","69bc687eb67ffd638049df8f80a6026d1a1f1a283b15834b15726a4cb6b7ba29","800","536","inserted","","","Photo by Egor Myznik on Unsplash","Why Small Towns Can’t Afford Clean Water Anymore","git_history","","section_order_fallback","0","False"
"mingo-county-mud-in-the-water","Mingo County: Mud in the Water","https://cdn-images-1.medium.com/max/800/1*bVtyeX3sFyRT0Wj1415MRw@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*bVtyeX3sFyRT0Wj1415MRw@2x.jpeg","/images/medium/mingo-county-mud-in-the-water/ec0a1e468675759271eec7142c80bc3b69299cef99cbb2223e153dea0821a36d.jpeg","ec0a1e468675759271eec7142c80bc3b69299cef99cbb2223e153dea0821a36d","ec0a1e468675759271eec7142c80bc3b69299cef99cbb2223e153dea0821a36d","800","600","inserted","","","Photo by Sigmund on Unsplash","Legal doesn’t mean safe.Safe doesn’t mean clean.And clean?That’s not what’s coming out of the tap.America’s Hidden Crisis: 50,000 Water Systems in Trouble","git_history","","section_order_fallback","0","False"
"mingo-county-mud-in-the-water","Mingo County: Mud in the Water","https://cdn-images-1.medium.com/max/800/1*908CqOWEi7Qyyje1moKijA@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*908CqOWEi7Qyyje1moKijA@2x.jpeg","/images/medium/mingo-county-mud-in-the-water/7527468b55be2c6bed751a65e3d01a10e4fd37dfcda4fe519d48603f23b4ca5c.jpeg","7527468b55be2c6bed751a65e3d01a10e4fd37dfcda4fe519d48603f23b4ca5c","7527468b55be2c6bed751a65e3d01a10e4fd37dfcda4fe519d48603f23b4ca5c","800","600","inserted","","","Photo by Ron Whitaker on Unsplash","Toxic Tapwater: When Legal Doesn’t Mean Safe","git_history","","fuzzy_heading","0.55","False"
"nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion","Nottoway Plantation Burns Down in Fire: History and Legacy of the South’s Largest Mansion","https://cdn-images-1.medium.com/max/800/1*1gMe5MdLVCIRcb24x32Ztg@2x.jpeg","","","","","0","0","skipped","current_body_quota_met","current_body_quota_met","Recovered from the original Medium import archive; original caption unavailable.","","import_report","reports/medium-import-20260306-235406.json","","0","True"
"nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion","Nottoway Plantation Burns Down in Fire: History and Legacy of the South’s Largest Mansion","https://cdn-images-1.medium.com/max/800/1*gbM806UsWiiWSOBmbV6diw@2x.jpeg","","","","","0","0","skipped","current_body_quota_met","current_body_quota_met","Recovered from the original Medium import archive; original caption unavailable.","","import_report","reports/medium-import-20260306-235406.json","","0","True"
"nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion","Nottoway Plantation Burns Down in Fire: History and Legacy of the South’s Largest Mansion","https://cdn-images-1.medium.com/max/800/1*qz0TEqeIHcq_9g9WH48hjQ@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*qz0TEqeIHcq_9g9WH48hjQ@2x.jpeg","/images/medium/nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion/5aec92b991233b26decd67ebbc8f4f8dfcb39923d510e1b3bcd243d2606e16ec.jpeg","5aec92b991233b26decd67ebbc8f4f8dfcb39923d510e1b3bcd243d2606e16ec","5aec92b991233b26decd67ebbc8f4f8dfcb39923d510e1b3bcd243d2606e16ec","800","237","inserted","","","Recovered from the original Medium import archive; original caption unavailable.","","import_report","reports/medium-import-20260306-235406.json","section_order_fallback","0","True"
"nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion","Nottoway Plantation Burns Down in Fire: History and Legacy of the South’s Largest Mansion","https://cdn-images-1.medium.com/max/800/1*aEAJrrF6Mtu2kT4TvKDcUw@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*aEAJrrF6Mtu2kT4TvKDcUw@2x.jpeg","/images/medium/nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion/a987a43a9d4b3070c429152fd6470b27645165e1fb247d639094d9b53850ab61.jpeg","a987a43a9d4b3070c429152fd6470b27645165e1fb247d639094d9b53850ab61","a987a43a9d4b3070c429152fd6470b27645165e1fb247d639094d9b53850ab61","800","1373","inserted","","","Recovered from the original Medium import archive; original caption unavailable.","","import_report","reports/medium-import-20260306-235406.json","section_order_fallback","0","True"
"nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion","Nottoway Plantation Burns Down in Fire: History and Legacy of the South’s Largest Mansion","https://cdn-images-1.medium.com/max/800/1*ERU7TOtvHvrB8aYfzTWioA@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*ERU7TOtvHvrB8aYfzTWioA@2x.jpeg","/images/medium/nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion/8c8b9a8207f867708d8253e8e576c9df53b56fe73e2dd1f72d4c5f571662d860.jpeg","8c8b9a8207f867708d8253e8e576c9df53b56fe73e2dd1f72d4c5f571662d860","8c8b9a8207f867708d8253e8e576c9df53b56fe73e2dd1f72d4c5f571662d860","800","450","inserted","","","Recovered from the original Medium import archive; original caption unavailable.","","import_report","reports/medium-import-20260306-235406.json","section_order_fallback","0","True"
"nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion","Nottoway Plantation Burns Down in Fire: History and Legacy of the South’s Largest Mansion","https://cdn-images-1.medium.com/max/800/1*O3_xBjoHbhTajkAuS5wLQA@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*O3_xBjoHbhTajkAuS5wLQA@2x.jpeg","/images/medium/nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion/f784cf8ad2fbdde9181eed054d21d03ec3eda4b2b7add3ae36eb3d6a0cba328b.jpeg","f784cf8ad2fbdde9181eed054d21d03ec3eda4b2b7add3ae36eb3d6a0cba328b","f784cf8ad2fbdde9181eed054d21d03ec3eda4b2b7add3ae36eb3d6a0cba328b","800","532","inserted","","","Recovered from the original Medium import archive; original caption unavailable.","","import_report","reports/medium-import-20260306-235406.json","section_order_fallback","0","True"
"nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion","Nottoway Plantation Burns Down in Fire: History and Legacy of the South’s Largest Mansion","https://cdn-images-1.medium.com/max/800/1*pTR213aFNrTMJnFbOz1bRw@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*pTR213aFNrTMJnFbOz1bRw@2x.jpeg","/images/medium/nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion/5aa3b48e37f9ba5c45b850e0926c845ce9b98f82a3b672403b47b593b8e6bb2d.jpeg","5aa3b48e37f9ba5c45b850e0926c845ce9b98f82a3b672403b47b593b8e6bb2d","5aa3b48e37f9ba5c45b850e0926c845ce9b98f82a3b672403b47b593b8e6bb2d","800","600","inserted","","","Recovered from the original Medium import archive; original caption unavailable.","","import_report","reports/medium-import-20260306-235406.json","section_order_fallback","0","True"
"nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion","Nottoway Plantation Burns Down in Fire: History and Legacy of the South’s Largest Mansion","https://cdn-images-1.medium.com/max/800/1*qHrxDcaAcnuBd-81A6G01Q@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*qHrxDcaAcnuBd-81A6G01Q@2x.jpeg","/images/medium/nottoway-plantation-burns-down-in-fire-history-and-legacy-of-the-souths-largest-mansion/b6e58a26eba9d291c8e91c1137f53efb6574e1a6b9ab8681dfbc772855702d5d.jpeg","b6e58a26eba9d291c8e91c1137f53efb6574e1a6b9ab8681dfbc772855702d5d","b6e58a26eba9d291c8e91c1137f53efb6574e1a6b9ab8681dfbc772855702d5d","800","633","inserted","","","Recovered from the original Medium import archive; original caption unavailable.","","import_report","reports/medium-import-20260306-235406.json","section_order_fallback","0","True"
"the-100-year-flood-is-not-what-you-think","The 100-Year Flood Is Not What You Think","https://cdn-images-1.medium.com/max/800/1*3BfP94jiI8zd6PbbTrC7PA@2x.jpeg","","","","","0","0","rejected","missing_caption_or_provenance","missing_caption_or_provenance","","","git_history","","","0","False"
"the-100-year-flood-is-not-what-you-think","The 100-Year Flood Is Not What You Think","https://cdn-images-1.medium.com/max/800/1*QkwHnrZCeHCgldxY7S7Ivw@2x.jpeg","","","","","0","0","rejected","missing_caption_or_provenance","missing_caption_or_provenance","","### One Year, One Chance ~ Raised to the Power of Time","git_history","","","0","False"
"the-ledger-vol-2","The Ledger, Vol. 2","https://cdn-images-1.medium.com/max/800/1*lqgukPVI0EQVJ9fx0Xw6Eg@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*lqgukPVI0EQVJ9fx0Xw6Eg@2x.jpeg","/images/medium/the-ledger-vol-2/524b2137f3e583a5c6361ea8974303d8543c20ce64ae7c973310372ab56f454f.jpeg","524b2137f3e583a5c6361ea8974303d8543c20ce64ae7c973310372ab56f454f","524b2137f3e583a5c6361ea8974303d8543c20ce64ae7c973310372ab56f454f","800","790","inserted","","","***The Ledger: A Balance Sheet Joint***","## The Ledger, Vol. 2","git_history","","section_order_fallback","0","False"
"the-political-economy-of-airports","The Political Economy of Airports","https://cdn-images-1.medium.com/max/800/1*g9_b5Uazwafn0Oi0rPqC0g@2x.jpeg","","","","","0","0","rejected","missing_caption_or_provenance","missing_caption_or_provenance","","","git_history","","","0","False"
"the-slow-way-is-the-fast-way","The Slow Way is the Fast Way","https://cdn-images-1.medium.com/max/800/0*aakumkaXNXQOELI4","https://cdn-images-1.medium.com/max/800/0*aakumkaXNXQOELI4","","f3fa7e6605d8194326ea09f55cf0eedc6b6ef10c8d44155f1e51a2644089872c","f3fa7e6605d8194326ea09f55cf0eedc6b6ef10c8d44155f1e51a2644089872c","800","559","skipped","duplicate_existing_or_featured_image_hash","duplicate_existing_or_featured_image_hash","Photo by Theme Photos on Unsplash","","git_history","","","0","False"
"the-slow-way-is-the-fast-way","The Slow Way is the Fast Way","https://cdn-images-1.medium.com/max/800/1*8k_AiRRINRcKSaz4UAiCyg@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*8k_AiRRINRcKSaz4UAiCyg@2x.jpeg","/images/medium/the-slow-way-is-the-fast-way/a195e2e5fdbef7d5c7417de59110433d33365b9c9ad3a851eacf9f7ca3012ed8.jpeg","a195e2e5fdbef7d5c7417de59110433d33365b9c9ad3a851eacf9f7ca3012ed8","a195e2e5fdbef7d5c7417de59110433d33365b9c9ad3a851eacf9f7ca3012ed8","800","600","inserted","","","Photo by Brett Jordan on Unsplash","We actually save time.","git_history","","fuzzy_paragraph","1","False"
"the-slow-way-is-the-fast-way","The Slow Way is the Fast Way","https://cdn-images-1.medium.com/max/800/1*lAo0jpbvejnmq344_Nr9Dw@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*lAo0jpbvejnmq344_Nr9Dw@2x.jpeg","/images/medium/the-slow-way-is-the-fast-way/ba6cbcc2e9164e459a58266644d68bdeed1422121a94e292eacf1a9a4a9cf246.jpeg","ba6cbcc2e9164e459a58266644d68bdeed1422121a94e292eacf1a9a4a9cf246","ba6cbcc2e9164e459a58266644d68bdeed1422121a94e292eacf1a9a4a9cf246","800","533","inserted","","","Photo by Emma Francis on Unsplash","When we rush through life’s big decisions, we often find ourselves circling back to where we started.","git_history","","section_order_fallback","0","False"
"the-undead-state","The Undead State","https://cdn-images-1.medium.com/max/800/1*DdSWpwhrekKViuhM1NFe5Q@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*DdSWpwhrekKViuhM1NFe5Q@2x.jpeg","","cbe459c20ee612506e5eb4167a56aa6042bb7ba8df8ac55426d583d0c7f10e53","cbe459c20ee612506e5eb4167a56aa6042bb7ba8df8ac55426d583d0c7f10e53","800","800","skipped","duplicate_existing_or_featured_image_hash","duplicate_existing_or_featured_image_hash","Made in ChatGPT, February 2025.","","git_history","","","0","False"
"tiktok-the-trojan-horse-of-global-influence","TikTok: The Trojan Horse of Global Influence","https://cdn-images-1.medium.com/max/800/1*skLHk8ojO2GsmxwNqfNVVg@2x.jpeg","","","","","0","0","rejected","missing_caption_or_provenance","missing_caption_or_provenance","","","git_history","","","0","False"
"uncrustables-the-billion-dollar-peanut-butter-empire","Uncrustables: The Billion-Dollar Peanut Butter Empire","https://cdn-images-1.medium.com/max/800/1*eaQr_RGxBFyx7fWl2AAGgw@2x.jpeg","","","","","0","0","rejected","missing_caption_or_provenance","missing_caption_or_provenance","","","git_history","","","0","False"
"uncrustables-the-billion-dollar-peanut-butter-empire","Uncrustables: The Billion-Dollar Peanut Butter Empire","https://cdn-images-1.medium.com/max/800/1*F5f5v_8WOL8s-nEfHaXXnA@2x.jpeg","","","","","0","0","rejected","missing_caption_or_provenance","missing_caption_or_provenance","","It wasn’t the company’s first attempt at reinventing peanut butter and jelly. Back in 1968, Smucker’s introduced Goober, a jar of peanut butter and jelly swirled together — a novelty, but not a revolution.","git_history","","","0","False"
"uncrustables-the-billion-dollar-peanut-butter-empire","Uncrustables: The Billion-Dollar Peanut Butter Empire","https://cdn-images-1.medium.com/max/800/1*AzOPm34WGFuF4T_BJwu7ag@2x.jpeg","","","","","0","0","rejected","missing_caption_or_provenance","missing_caption_or_provenance","","They’ve locked down branding.","git_history","","","0","False"
"uncrustables-the-billion-dollar-peanut-butter-empire","Uncrustables: The Billion-Dollar Peanut Butter Empire","https://cdn-images-1.medium.com/max/800/1*Gy0dHGQVrg7t3hlyaWZBUQ@2x.jpeg","","","","","0","0","skipped","current_body_quota_met","current_body_quota_met","Photo by Debby Hudson on Unsplash","Are you an Uncrustables enjoyer?","git_history","","","0","False"
"uncrustables-the-billion-dollar-peanut-butter-empire","Uncrustables: The Billion-Dollar Peanut Butter Empire","https://cdn-images-1.medium.com/max/800/1*f5IxT99FVs2nZ11PamlDhQ@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*f5IxT99FVs2nZ11PamlDhQ@2x.jpeg","/images/medium/uncrustables-the-billion-dollar-peanut-butter-empire/535010672d8ab6a41f8e9091030cc9a9e8c7c13c8d5407da42fdd8200e937581.jpeg","535010672d8ab6a41f8e9091030cc9a9e8c7c13c8d5407da42fdd8200e937581","535010672d8ab6a41f8e9091030cc9a9e8c7c13c8d5407da42fdd8200e937581","800","491","inserted","","","Photo by Jon Tyson on Unsplash","$1 billion in annual sales — just from PB&J.What’s Next for Uncrustables? New Flavors, Bigger Sales, and a Shelf-Stable PB&J","git_history","","fuzzy_paragraph","0.545","False"
"uncrustables-the-billion-dollar-peanut-butter-empire","Uncrustables: The Billion-Dollar Peanut Butter Empire","https://cdn-images-1.medium.com/max/800/1*E15sddu3fG-zicOSH0zLWQ@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*E15sddu3fG-zicOSH0zLWQ@2x.jpeg","/images/medium/uncrustables-the-billion-dollar-peanut-butter-empire/857001c9d1a26c02765b2b33ff3b208c56c12697efc7ce5c1bb10d5bd16ce3a4.jpeg","857001c9d1a26c02765b2b33ff3b208c56c12697efc7ce5c1bb10d5bd16ce3a4","857001c9d1a26c02765b2b33ff3b208c56c12697efc7ce5c1bb10d5bd16ce3a4","800","532","inserted","","","Photo by Rob on Unsplash","The cycle continues — one perfectly sealed PB&J at a time.Inside Smucker’s Plan to Make Uncrustables a $1 Billion Brand","git_history","","section_order_fallback","0","False"
"uncrustables-the-billion-dollar-peanut-butter-empire","Uncrustables: The Billion-Dollar Peanut Butter Empire","https://cdn-images-1.medium.com/max/800/1*WQs6Fah8Hyha-u_yn9hlQQ@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*WQs6Fah8Hyha-u_yn9hlQQ@2x.jpeg","/images/medium/uncrustables-the-billion-dollar-peanut-butter-empire/502c9af7d38343926679b4000c07f7938a7bb2ffb2de34fd307939daa7c4523a.jpeg","502c9af7d38343926679b4000c07f7938a7bb2ffb2de34fd307939daa7c4523a","502c9af7d38343926679b4000c07f7938a7bb2ffb2de34fd307939daa7c4523a","800","533","inserted","","","Photo by Zac Durant on Unsplash","Uncrustables Take Over: A Cultural Icon","git_history","","section_order_fallback","0","False"
"uncrustables-the-billion-dollar-peanut-butter-empire","Uncrustables: The Billion-Dollar Peanut Butter Empire","https://cdn-images-1.medium.com/max/800/1*JEb5giCVoqw5NYTcuX_oWg@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*JEb5giCVoqw5NYTcuX_oWg@2x.jpeg","/images/medium/uncrustables-the-billion-dollar-peanut-butter-empire/050e305c71a461b7c17ebb859af59988af6d5e18f519bf446720ef13f7ead086.jpeg","050e305c71a461b7c17ebb859af59988af6d5e18f519bf446720ef13f7ead086","050e305c71a461b7c17ebb859af59988af6d5e18f519bf446720ef13f7ead086","800","533","inserted","","","Photo by SpaceX on Unsplash","The Uncrustables Boom: Record Sales, Factory Expansions, and Skyrocketing Demand","git_history","","section_order_fallback","0","False"
"uncrustables-the-billion-dollar-peanut-butter-empire","Uncrustables: The Billion-Dollar Peanut Butter Empire","https://cdn-images-1.medium.com/max/800/1*N15R9kIRLqPrdXTw3YhViw@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*N15R9kIRLqPrdXTw3YhViw@2x.jpeg","/images/medium/uncrustables-the-billion-dollar-peanut-butter-empire/7a3b0eb2f06a2e6e4ef412dfd390d1850aa27e84455a9c9f6059d193d2b8c831.jpeg","7a3b0eb2f06a2e6e4ef412dfd390d1850aa27e84455a9c9f6059d193d2b8c831","7a3b0eb2f06a2e6e4ef412dfd390d1850aa27e84455a9c9f6059d193d2b8c831","800","642","inserted","","","Photo by Riccardo Annandale on Unsplash","They’re doubling down — expanding factories, launching new flavors, and treating Uncrustables like a billion-dollar startup.How Two Dads Turned PB&J Into a Billion-Dollar Idea","git_history","","section_order_fallback","0","False"
"uncrustables-the-billion-dollar-peanut-butter-empire","Uncrustables: The Billion-Dollar Peanut Butter Empire","https://cdn-images-1.medium.com/max/800/1*ADPek6MWzHfH4JY5qSI0Sw@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*ADPek6MWzHfH4JY5qSI0Sw@2x.jpeg","/images/medium/uncrustables-the-billion-dollar-peanut-butter-empire/f4d36b28b81279913abf6c59f947a624113e20293640553b0e928927c19ce172.jpeg","f4d36b28b81279913abf6c59f947a624113e20293640553b0e928927c19ce172","f4d36b28b81279913abf6c59f947a624113e20293640553b0e928927c19ce172","800","531","inserted","","","Photo by Sonder Quest on Unsplash","From School Cafeterias to Every Freezer Aisle in America","git_history","","fuzzy_paragraph","0.667","False"
"why-a-return-to-the-gold-standard-would-break-the-economy","Returning to the Gold Standard Will Break the Economy","https://cdn-images-1.medium.com/max/800/1*QvceGPZHWLRM2guTZ67OKA@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*QvceGPZHWLRM2guTZ67OKA@2x.jpeg","","b20b0f68d3f48fd5a5a22035ff5ff670094552486b74d98c6a1d5c3e71346552","b20b0f68d3f48fd5a5a22035ff5ff670094552486b74d98c6a1d5c3e71346552","800","533","skipped","duplicate_existing_or_featured_image_hash","duplicate_existing_or_featured_image_hash","Photo by Jingming Pan on Unsplash","","git_history","","","0","False"
"why-a-return-to-the-gold-standard-would-break-the-economy","Returning to the Gold Standard Will Break the Economy","https://cdn-images-1.medium.com/max/800/1*hQi0K0at1MOTdENLEugqEw@2x.jpeg","","","","","0","0","rejected","missing_caption_or_provenance","missing_caption_or_provenance","","- In just the last year, it’s climbed 38.63%.","git_history","","","0","False"
"why-a-return-to-the-gold-standard-would-break-the-economy","Returning to the Gold Standard Will Break the Economy","https://cdn-images-1.medium.com/max/800/1*bN1Eu1KU2qs13a5pssg-8g@2x.jpeg","","","","","0","0","rejected","missing_caption_or_provenance","missing_caption_or_provenance","","The chart from goldprice.com shows the full arc, including an all-time high of over $3,000 per ounce in March 2025.","git_history","","","0","False"
"why-a-return-to-the-gold-standard-would-break-the-economy","Returning to the Gold Standard Will Break the Economy","https://cdn-images-1.medium.com/max/800/1*12WYtfhtYGc9bsGGatEuLw@2x.jpeg","","","","","0","0","skipped","current_body_quota_met","current_body_quota_met","Photo by Dmytro Demidko on Unsplash","### The Gold Standard: A Tempting Idea That Would Break the Economy","git_history","","","0","False"
"why-a-return-to-the-gold-standard-would-break-the-economy","Returning to the Gold Standard Will Break the Economy","https://cdn-images-1.medium.com/max/800/1*GhEmY85-n4L3S2C_SjZVLw@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*GhEmY85-n4L3S2C_SjZVLw@2x.jpeg","/images/medium/why-a-return-to-the-gold-standard-would-break-the-economy/982e8af5463df6dd09ee9b9aeb11f3c8764461085e2bf676f51d03a5fc9fe1fb.jpeg","982e8af5463df6dd09ee9b9aeb11f3c8764461085e2bf676f51d03a5fc9fe1fb","982e8af5463df6dd09ee9b9aeb11f3c8764461085e2bf676f51d03a5fc9fe1fb","800","533","inserted","","","Photo by Elimende Inagella on Unsplash","### Could the U.S. Afford to Return to Gold? Let’s Do the Math","git_history","","fuzzy_paragraph","0.5","False"
"why-a-return-to-the-gold-standard-would-break-the-economy","Returning to the Gold Standard Will Break the Economy","https://cdn-images-1.medium.com/max/800/1*KTB2K-MYGCEfn0tG1xed2g@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*KTB2K-MYGCEfn0tG1xed2g@2x.jpeg","/images/medium/why-a-return-to-the-gold-standard-would-break-the-economy/33be05332d8322423b7b558705c4d6b67b80856a914310f057b6cd7f52159786.jpeg","33be05332d8322423b7b558705c4d6b67b80856a914310f057b6cd7f52159786","33be05332d8322423b7b558705c4d6b67b80856a914310f057b6cd7f52159786","800","530","inserted","","","Photo by Robert Gourley on Unsplash","### Is Gold Really Stable? A Look at the Price History","git_history","","section_order_fallback","0","False"
"why-a-return-to-the-gold-standard-would-break-the-economy","Returning to the Gold Standard Will Break the Economy","https://cdn-images-1.medium.com/max/800/1*bga-lqD6nQFf4z8qDIrfRQ@2x.jpeg","https://cdn-images-1.medium.com/max/800/1*bga-lqD6nQFf4z8qDIrfRQ@2x.jpeg","/images/medium/why-a-return-to-the-gold-standard-would-break-the-economy/55f6681fe7029eab9306ef87e5a2d5d99402324c451076520a95310d62c54286.jpeg","55f6681fe7029eab9306ef87e5a2d5d99402324c451076520a95310d62c54286","55f6681fe7029eab9306ef87e5a2d5d99402324c451076520a95310d62c54286","800","533","inserted","","","Photo by jaikishan patel on Unsplash","### Who’s Still Pushing for the Gold Standard ~ and Why They’re Wrong","git_history","","section_order_fallback","0","False"
